Event_ID,Session_ID,Funnel_Step,Step_Number,Event_Time,Restaurant_Name,Cuisine,Order_Value,Payment_Method,Delivery_Time_Mins
EVT3941,SES1834,Item Added to Cart,4,2024-06-29 00:07:00,Wow Momo,Fast Food,,,
EVT3942,SES1834,Payment Completed,6,2024-06-29 00:11:00,Barbeque Nation,Biryani,298.17,Debit Card,
EVT3943,SES1834,Order Delivered,7,2024-06-29 00:12:00,Wow Momo,Beverages,277.47,Debit Card,47
EVT3944,SES1835,App Opened,1,2024-01-08 00:03:00,,,,,
EVT3945,SES1835,Menu Opened,3,2024-01-08 00:06:00,Burger King,Desserts,,,
EVT3946,SES1835,Item Added to Cart,4,2024-01-08 00:07:00,Dominos,Fast Food,,,
EVT3947,SES1836,App Opened,1,2024-10-13 00:02:00,,,,,
EVT3948,SES1836,Item Added to Cart,4,2024-10-13 00:07:00,Dominos,North Indian,,,
EVT3949,SES1836,Payment Completed,6,2024-10-13 00:12:00,Chai Point,North Indian,266.21,Debit Card,
EVT3950,SES1837,App Opened,1,2024-04-09 00:02:00,,,,,
EVT3951,SES1837,Restaurant Viewed,2,2024-04-09 00:04:00,Paradise Biryani,Pizza,,,
EVT3952,SES1837,Item Added to Cart,4,2024-04-09 00:06:00,Haldirams,Pizza,,,
EVT3953,SES1837,Order Delivered,7,2024-04-09 00:13:00,Barbeque Nation,Fast Food,604.63,Credit Card,26
EVT3954,SES1838,App Opened,1,2024-03-30 00:00:00,,,,,
EVT3955,SES1838,Restaurant Viewed,2,2024-03-30 00:03:00,Wow Momo,Chinese,,,
EVT3956,SES1838,Payment Completed,6,2024-03-30 00:13:00,Haldirams,Chinese,535.98,Cash on Delivery,
EVT3957,SES1839,App Opened,1,2024-05-30 00:02:00,,,,,
EVT3958,SES1839,Restaurant Viewed,2,2024-05-30 00:03:00,Box8,Fast Food,,,
EVT3959,SES1839,Menu Opened,3,2024-05-30 00:06:00,Faasos,Fast Food,,,
EVT3960,SES1839,Item Added to Cart,4,2024-05-30 00:08:00,McDonalds,Fast Food,,,
EVT3961,SES1839,Order Placed,5,2024-05-30 00:10:00,Dominos,Desserts,163.27,,
EVT3962,SES1840,App Opened,1,2024-10-21 00:03:00,,,,,
EVT3963,SES1840,Restaurant Viewed,2,2024-10-21 00:04:00,Burger King,North Indian,,,
EVT3964,SES1840,Menu Opened,3,2024-10-21 00:04:00,Barbeque Nation,Beverages,,,
EVT3965,SES1840,Order Placed,5,2024-10-21 00:09:00,Paradise Biryani,Pizza,336.77,,
EVT3966,SES1840,Payment Completed,6,2024-10-21 00:13:00,Faasos,Biryani,160.74,Cash on Delivery,
EVT3967,SES1840,Order Delivered,7,2024-10-21 00:14:00,Box8,Beverages,223.6,Debit Card,58
EVT3968,SES1841,App Opened,1,2024-06-22 00:02:00,,,,,
EVT3969,SES1841,Restaurant Viewed,2,2024-06-22 00:02:00,Haldirams,Pizza,,,
EVT3970,SES1841,Menu Opened,3,2024-06-22 00:05:00,Wow Momo,South Indian,,,
EVT3971,SES1841,Order Placed,5,2024-06-22 00:09:00,Haldirams,Chinese,387.53,,
EVT3972,SES1841,Payment Completed,6,2024-06-22 00:13:00,Faasos,Chinese,664.7,Wallet,
EVT3973,SES1841,Order Delivered,7,2024-06-22 00:13:00,Chai Point,Beverages,221.34,Debit Card,55
EVT3974,SES1842,App Opened,1,2024-02-29 00:02:00,,,,,
EVT3975,SES1842,Restaurant Viewed,2,2024-02-29 00:04:00,McDonalds,South Indian,,,
EVT3976,SES1842,Menu Opened,3,2024-02-29 00:06:00,Wow Momo,Fast Food,,,
EVT3977,SES1842,Order Placed,5,2024-02-29 00:10:00,Haldirams,Beverages,664.76,,
EVT3978,SES1842,Order Delivered,7,2024-02-29 00:12:00,Paradise Biryani,Desserts,573.6,Credit Card,38
EVT3979,SES1843,App Opened,1,2024-12-25 00:03:00,,,,,
EVT3980,SES1843,Restaurant Viewed,2,2024-12-25 00:05:00,Chai Point,Desserts,,,
EVT3981,SES1844,App Opened,1,2024-10-01 00:03:00,,,,,
EVT3982,SES1844,Restaurant Viewed,2,2024-10-01 00:04:00,Wow Momo,Desserts,,,
EVT3983,SES1844,Menu Opened,3,2024-10-01 00:06:00,Burger King,North Indian,,,
EVT3984,SES1844,Order Placed,5,2024-10-01 00:10:00,Chai Point,Pizza,495.76,,
EVT3985,SES1845,App Opened,1,2024-07-23 00:02:00,,,,,
EVT3986,SES1845,Restaurant Viewed,2,2024-07-23 00:02:00,Faasos,Desserts,,,
EVT3987,SES1845,Item Added to Cart,4,2024-07-23 00:08:00,McDonalds,Biryani,,,
EVT3988,SES1846,App Opened,1,2024-06-09 00:03:00,,,,,
EVT3989,SES1846,Restaurant Viewed,2,2024-06-09 00:05:00,McDonalds,Fast Food,,,
EVT3990,SES1847,App Opened,1,2024-12-15 00:00:00,,,,,
EVT3991,SES1847,Menu Opened,3,2024-12-15 00:05:00,Dominos,Beverages,,,
EVT3992,SES1848,App Opened,1,2024-05-03 00:00:00,,,,,
EVT3993,SES1848,Menu Opened,3,2024-05-03 00:05:00,Box8,Beverages,,,
EVT3994,SES1849,App Opened,1,2024-11-12 00:02:00,,,,,
EVT3995,SES1849,Payment Completed,6,2024-11-12 00:13:00,McDonalds,Desserts,787.07,UPI,
EVT3996,SES1849,Order Delivered,7,2024-11-12 00:13:00,Burger King,Pizza,460.28,Debit Card,47
EVT3997,SES1850,App Opened,1,2024-12-12 00:00:00,,,,,
EVT3998,SES1850,Menu Opened,3,2024-12-12 00:07:00,Faasos,South Indian,,,
EVT3999,SES1850,Item Added to Cart,4,2024-12-12 00:08:00,Box8,North Indian,,,
EVT4000,SES1850,Payment Completed,6,2024-12-12 00:11:00,Dominos,Beverages,416.97,UPI,
EVT4001,SES1851,App Opened,1,2024-07-09 00:03:00,,,,,
EVT4002,SES1851,Item Added to Cart,4,2024-07-09 00:08:00,Dominos,Fast Food,,,
EVT4003,SES1851,Order Delivered,7,2024-07-09 00:15:00,Burger King,Fast Food,220.51,Cash on Delivery,21
EVT4004,SES1852,App Opened,1,2024-04-03 00:00:00,,,,,
EVT4005,SES1852,Restaurant Viewed,2,2024-04-03 00:03:00,Box8,South Indian,,,
EVT4006,SES1852,Menu Opened,3,2024-04-03 00:05:00,Box8,Beverages,,,
EVT4007,SES1852,Item Added to Cart,4,2024-04-03 00:08:00,Paradise Biryani,South Indian,,,
EVT4008,SES1852,Order Placed,5,2024-04-03 00:11:00,Burger King,North Indian,576.86,,
EVT4009,SES1853,App Opened,1,2024-09-26 00:00:00,,,,,
EVT4010,SES1853,Restaurant Viewed,2,2024-09-26 00:04:00,Burger King,Chinese,,,
EVT4011,SES1853,Menu Opened,3,2024-09-26 00:07:00,Haldirams,Desserts,,,
EVT4012,SES1853,Item Added to Cart,4,2024-09-26 00:08:00,Faasos,Beverages,,,
EVT4013,SES1853,Order Placed,5,2024-09-26 00:11:00,McDonalds,Beverages,136.78,,
EVT4014,SES1854,App Opened,1,2024-06-26 00:01:00,,,,,
EVT4015,SES1854,Restaurant Viewed,2,2024-06-26 00:03:00,Box8,North Indian,,,
EVT4016,SES1855,App Opened,1,2024-09-22 00:03:00,,,,,
EVT4017,SES1855,Restaurant Viewed,2,2024-09-22 00:04:00,Chai Point,Pizza,,,
EVT4018,SES1855,Menu Opened,3,2024-09-22 00:06:00,Wow Momo,Desserts,,,
EVT4019,SES1855,Item Added to Cart,4,2024-09-22 00:09:00,Box8,Chinese,,,
EVT4020,SES1855,Order Delivered,7,2024-09-22 00:15:00,Barbeque Nation,Pizza,362.88,Wallet,22
EVT4021,SES1856,App Opened,1,2024-04-17 00:01:00,,,,,
EVT4022,SES1856,Restaurant Viewed,2,2024-04-17 00:03:00,Chai Point,North Indian,,,
EVT4023,SES1857,App Opened,1,2024-11-09 00:01:00,,,,,
EVT4024,SES1857,Restaurant Viewed,2,2024-11-09 00:02:00,Wow Momo,Biryani,,,
EVT4025,SES1857,Menu Opened,3,2024-11-09 00:07:00,Dominos,North Indian,,,
EVT4026,SES1858,App Opened,1,2024-05-17 00:01:00,,,,,
EVT4027,SES1858,Restaurant Viewed,2,2024-05-17 00:04:00,Wow Momo,Biryani,,,
EVT4028,SES1858,Menu Opened,3,2024-05-17 00:06:00,Dominos,North Indian,,,
EVT4029,SES1858,Item Added to Cart,4,2024-05-17 00:06:00,McDonalds,Beverages,,,
EVT4030,SES1858,Payment Completed,6,2024-05-17 00:11:00,Chai Point,Desserts,230.14,Credit Card,
EVT4031,SES1859,App Opened,1,2024-09-12 00:00:00,,,,,
EVT4032,SES1859,Restaurant Viewed,2,2024-09-12 00:04:00,Barbeque Nation,Beverages,,,
EVT4033,SES1859,Menu Opened,3,2024-09-12 00:05:00,Box8,Fast Food,,,
EVT4034,SES1860,App Opened,1,2024-07-24 00:03:00,,,,,
EVT4035,SES1860,Restaurant Viewed,2,2024-07-24 00:02:00,Box8,Chinese,,,
EVT4036,SES1860,Menu Opened,3,2024-07-24 00:06:00,Box8,Beverages,,,
EVT4037,SES1861,App Opened,1,2024-12-17 00:01:00,,,,,
EVT4038,SES1861,Payment Completed,6,2024-12-17 00:13:00,Dominos,Beverages,271.44,Credit Card,
EVT4039,SES1861,Order Delivered,7,2024-12-17 00:15:00,Faasos,South Indian,647.96,Cash on Delivery,37
EVT4040,SES1862,App Opened,1,2024-08-09 00:00:00,,,,,
EVT4041,SES1862,Restaurant Viewed,2,2024-08-09 00:03:00,Box8,South Indian,,,
EVT4042,SES1862,Menu Opened,3,2024-08-09 00:05:00,Faasos,Beverages,,,
EVT4043,SES1863,App Opened,1,2024-01-05 00:03:00,,,,,
EVT4044,SES1863,Restaurant Viewed,2,2024-01-05 00:05:00,Chai Point,North Indian,,,
EVT4045,SES1863,Item Added to Cart,4,2024-01-05 00:06:00,Box8,North Indian,,,
EVT4046,SES1863,Payment Completed,6,2024-01-05 00:12:00,Haldirams,Desserts,777.91,Credit Card,
EVT4047,SES1864,App Opened,1,2024-09-21 00:02:00,,,,,
EVT4048,SES1864,Restaurant Viewed,2,2024-09-21 00:03:00,Burger King,Biryani,,,
EVT4049,SES1864,Menu Opened,3,2024-09-21 00:05:00,Haldirams,South Indian,,,
EVT4050,SES1865,App Opened,1,2024-10-17 00:02:00,,,,,
EVT4051,SES1865,Restaurant Viewed,2,2024-10-17 00:02:00,Chai Point,Biryani,,,
EVT4052,SES1865,Menu Opened,3,2024-10-17 00:05:00,McDonalds,Biryani,,,
EVT4053,SES1865,Item Added to Cart,4,2024-10-17 00:07:00,Faasos,South Indian,,,
EVT4054,SES1865,Order Placed,5,2024-10-17 00:11:00,Box8,Biryani,151.13,,
EVT4055,SES1865,Order Delivered,7,2024-10-17 00:14:00,Faasos,Beverages,100.28,Wallet,50
EVT4056,SES1866,App Opened,1,2024-04-20 00:03:00,,,,,
EVT4057,SES1866,Order Placed,5,2024-04-20 00:09:00,Paradise Biryani,South Indian,794.14,,
EVT4058,SES1867,App Opened,1,2024-06-20 00:00:00,,,,,
EVT4059,SES1867,Restaurant Viewed,2,2024-06-20 00:03:00,McDonalds,Desserts,,,
EVT4060,SES1867,Menu Opened,3,2024-06-20 00:04:00,Burger King,Pizza,,,
EVT4061,SES1867,Item Added to Cart,4,2024-06-20 00:09:00,Dominos,Desserts,,,
EVT4062,SES1867,Order Placed,5,2024-06-20 00:11:00,Burger King,Chinese,473.23,,
EVT4063,SES1868,App Opened,1,2024-01-11 00:01:00,,,,,
EVT4064,SES1868,Menu Opened,3,2024-01-11 00:06:00,Haldirams,Desserts,,,
EVT4065,SES1868,Payment Completed,6,2024-01-11 00:12:00,Haldirams,Desserts,770.07,Wallet,
EVT4066,SES1868,Order Delivered,7,2024-01-11 00:14:00,Chai Point,Beverages,515.54,UPI,23
EVT4067,SES1869,App Opened,1,2024-10-21 00:01:00,,,,,
EVT4068,SES1869,Restaurant Viewed,2,2024-10-21 00:02:00,Burger King,Beverages,,,
EVT4069,SES1869,Menu Opened,3,2024-10-21 00:07:00,Dominos,Pizza,,,
EVT4070,SES1869,Order Placed,5,2024-10-21 00:11:00,McDonalds,Chinese,147.34,,
EVT4071,SES1869,Payment Completed,6,2024-10-21 00:13:00,Box8,North Indian,615.14,Cash on Delivery,
EVT4072,SES1870,App Opened,1,2024-09-18 00:03:00,,,,,
EVT4073,SES1870,Restaurant Viewed,2,2024-09-18 00:02:00,Burger King,Biryani,,,
EVT4074,SES1870,Menu Opened,3,2024-09-18 00:06:00,Wow Momo,South Indian,,,
EVT4075,SES1870,Order Placed,5,2024-09-18 00:09:00,Faasos,South Indian,421.25,,
EVT4076,SES1870,Payment Completed,6,2024-09-18 00:12:00,Barbeque Nation,Pizza,373.08,Credit Card,
EVT4077,SES1871,App Opened,1,2024-05-26 00:02:00,,,,,
EVT4078,SES1871,Item Added to Cart,4,2024-05-26 00:08:00,McDonalds,South Indian,,,
EVT4079,SES1871,Payment Completed,6,2024-05-26 00:12:00,McDonalds,Pizza,736.19,Debit Card,
EVT4080,SES1872,App Opened,1,2024-11-19 00:00:00,,,,,
EVT4081,SES1872,Restaurant Viewed,2,2024-11-19 00:04:00,Chai Point,Beverages,,,
EVT4082,SES1872,Item Added to Cart,4,2024-11-19 00:06:00,Haldirams,Chinese,,,
EVT4083,SES1873,App Opened,1,2024-04-26 00:01:00,,,,,
EVT4084,SES1873,Restaurant Viewed,2,2024-04-26 00:02:00,Chai Point,Biryani,,,
EVT4085,SES1873,Item Added to Cart,4,2024-04-26 00:07:00,Barbeque Nation,Fast Food,,,
EVT4086,SES1874,App Opened,1,2024-05-16 00:00:00,,,,,
EVT4087,SES1874,Restaurant Viewed,2,2024-05-16 00:02:00,Box8,South Indian,,,
EVT4088,SES1874,Menu Opened,3,2024-05-16 00:04:00,McDonalds,Desserts,,,
EVT4089,SES1875,App Opened,1,2024-10-27 00:03:00,,,,,
EVT4090,SES1875,Restaurant Viewed,2,2024-10-27 00:05:00,Faasos,Desserts,,,
EVT4091,SES1875,Menu Opened,3,2024-10-27 00:07:00,Wow Momo,North Indian,,,
EVT4092,SES1876,App Opened,1,2024-03-05 00:01:00,,,,,
EVT4093,SES1876,Restaurant Viewed,2,2024-03-05 00:02:00,Box8,South Indian,,,
EVT4094,SES1876,Menu Opened,3,2024-03-05 00:07:00,Barbeque Nation,Chinese,,,
EVT4095,SES1876,Item Added to Cart,4,2024-03-05 00:08:00,Burger King,North Indian,,,
EVT4096,SES1877,App Opened,1,2024-07-22 00:01:00,,,,,
EVT4097,SES1877,Restaurant Viewed,2,2024-07-22 00:03:00,Haldirams,Fast Food,,,
EVT4098,SES1877,Item Added to Cart,4,2024-07-22 00:08:00,Faasos,Desserts,,,
EVT4099,SES1877,Order Placed,5,2024-07-22 00:08:00,Faasos,Chinese,164.43,,
EVT4100,SES1878,App Opened,1,2024-01-28 00:03:00,,,,,
EVT4101,SES1878,Restaurant Viewed,2,2024-01-28 00:02:00,McDonalds,South Indian,,,
EVT4102,SES1878,Item Added to Cart,4,2024-01-28 00:09:00,McDonalds,North Indian,,,
EVT4103,SES1879,App Opened,1,2024-05-14 00:00:00,,,,,
EVT4104,SES1879,Restaurant Viewed,2,2024-05-14 00:02:00,Faasos,Desserts,,,
EVT4105,SES1879,Menu Opened,3,2024-05-14 00:06:00,Wow Momo,Beverages,,,
EVT4106,SES1879,Item Added to Cart,4,2024-05-14 00:06:00,Box8,North Indian,,,
EVT4107,SES1879,Order Placed,5,2024-05-14 00:08:00,Dominos,Biryani,165.76,,
EVT4108,SES1879,Order Delivered,7,2024-05-14 00:12:00,Wow Momo,Chinese,670.69,Credit Card,51
EVT4109,SES1880,App Opened,1,2024-04-27 00:03:00,,,,,
EVT4110,SES1881,App Opened,1,2024-09-26 00:03:00,,,,,
EVT4111,SES1881,Restaurant Viewed,2,2024-09-26 00:04:00,Barbeque Nation,South Indian,,,
EVT4112,SES1882,App Opened,1,2024-08-31 00:00:00,,,,,
EVT4113,SES1882,Restaurant Viewed,2,2024-08-31 00:04:00,Haldirams,Pizza,,,
EVT4114,SES1882,Menu Opened,3,2024-08-31 00:04:00,Haldirams,Beverages,,,
EVT4115,SES1882,Item Added to Cart,4,2024-08-31 00:06:00,Faasos,South Indian,,,
EVT4116,SES1883,App Opened,1,2024-12-23 00:02:00,,,,,
EVT4117,SES1883,Restaurant Viewed,2,2024-12-23 00:03:00,Box8,Biryani,,,
EVT4118,SES1883,Menu Opened,3,2024-12-23 00:04:00,Haldirams,Biryani,,,
EVT4119,SES1883,Payment Completed,6,2024-12-23 00:11:00,Paradise Biryani,Pizza,279.97,Cash on Delivery,
EVT4120,SES1883,Order Delivered,7,2024-12-23 00:14:00,Wow Momo,Biryani,284.04,Debit Card,45
EVT4121,SES1884,App Opened,1,2024-11-21 00:01:00,,,,,
EVT4122,SES1884,Restaurant Viewed,2,2024-11-21 00:02:00,Burger King,Chinese,,,
EVT4123,SES1884,Menu Opened,3,2024-11-21 00:04:00,McDonalds,South Indian,,,
EVT4124,SES1884,Order Placed,5,2024-11-21 00:09:00,Haldirams,Beverages,509.45,,
EVT4125,SES1885,App Opened,1,2024-09-03 00:03:00,,,,,
EVT4126,SES1885,Restaurant Viewed,2,2024-09-03 00:04:00,Faasos,South Indian,,,
EVT4127,SES1885,Menu Opened,3,2024-09-03 00:06:00,McDonalds,Beverages,,,
EVT4128,SES1885,Item Added to Cart,4,2024-09-03 00:08:00,Haldirams,Desserts,,,
EVT4129,SES1886,App Opened,1,2024-07-30 00:00:00,,,,,
EVT4130,SES1886,Restaurant Viewed,2,2024-07-30 00:02:00,McDonalds,South Indian,,,
EVT4131,SES1886,Order Placed,5,2024-07-30 00:10:00,Dominos,South Indian,574.37,,
EVT4132,SES1887,App Opened,1,2024-09-24 00:02:00,,,,,
EVT4133,SES1887,Restaurant Viewed,2,2024-09-24 00:02:00,Barbeque Nation,Desserts,,,
EVT4134,SES1887,Menu Opened,3,2024-09-24 00:04:00,Burger King,Beverages,,,
EVT4135,SES1887,Order Placed,5,2024-09-24 00:10:00,Wow Momo,Desserts,96.94,,
EVT4136,SES1887,Payment Completed,6,2024-09-24 00:11:00,Faasos,Chinese,409.96,UPI,
EVT4137,SES1887,Order Delivered,7,2024-09-24 00:13:00,Haldirams,Chinese,488.81,Cash on Delivery,24
EVT4138,SES1888,App Opened,1,2024-01-05 00:01:00,,,,,
EVT4139,SES1888,Restaurant Viewed,2,2024-01-05 00:04:00,Faasos,Fast Food,,,
EVT4140,SES1888,Menu Opened,3,2024-01-05 00:07:00,Wow Momo,Fast Food,,,
EVT4141,SES1888,Item Added to Cart,4,2024-01-05 00:08:00,Barbeque Nation,Desserts,,,
EVT4142,SES1889,App Opened,1,2024-05-29 00:01:00,,,,,
EVT4143,SES1889,Menu Opened,3,2024-05-29 00:05:00,Barbeque Nation,Desserts,,,
EVT4144,SES1889,Order Placed,5,2024-05-29 00:08:00,Paradise Biryani,Pizza,84.93,,
EVT4145,SES1890,App Opened,1,2024-07-29 00:01:00,,,,,
EVT4146,SES1890,Menu Opened,3,2024-07-29 00:05:00,Barbeque Nation,Pizza,,,
EVT4147,SES1890,Item Added to Cart,4,2024-07-29 00:09:00,Dominos,Beverages,,,
EVT4148,SES1890,Order Delivered,7,2024-07-29 00:14:00,Dominos,Chinese,674.76,Credit Card,45
EVT4149,SES1891,App Opened,1,2024-11-26 00:00:00,,,,,
EVT4150,SES1891,Restaurant Viewed,2,2024-11-26 00:05:00,Wow Momo,Fast Food,,,
EVT4151,SES1892,App Opened,1,2024-08-04 00:03:00,,,,,
EVT4152,SES1892,Menu Opened,3,2024-08-04 00:07:00,Faasos,Biryani,,,
EVT4153,SES1892,Order Placed,5,2024-08-04 00:11:00,Dominos,Chinese,496.29,,
EVT4154,SES1893,App Opened,1,2024-11-28 00:00:00,,,,,
EVT4155,SES1893,Menu Opened,3,2024-11-28 00:07:00,Barbeque Nation,Chinese,,,
EVT4156,SES1893,Item Added to Cart,4,2024-11-28 00:08:00,Barbeque Nation,Pizza,,,
EVT4157,SES1894,App Opened,1,2024-03-10 00:03:00,,,,,
EVT4158,SES1894,Restaurant Viewed,2,2024-03-10 00:02:00,McDonalds,South Indian,,,
EVT4159,SES1894,Menu Opened,3,2024-03-10 00:07:00,Barbeque Nation,Fast Food,,,
EVT4160,SES1894,Item Added to Cart,4,2024-03-10 00:08:00,Box8,Chinese,,,
EVT4161,SES1894,Order Placed,5,2024-03-10 00:11:00,Barbeque Nation,Biryani,542.83,,
EVT4162,SES1894,Payment Completed,6,2024-03-10 00:10:00,Dominos,Beverages,637.36,Wallet,
EVT4163,SES1895,App Opened,1,2024-08-19 00:03:00,,,,,
EVT4164,SES1895,Restaurant Viewed,2,2024-08-19 00:05:00,Haldirams,Biryani,,,
EVT4165,SES1895,Menu Opened,3,2024-08-19 00:06:00,Faasos,Chinese,,,
EVT4166,SES1896,App Opened,1,2024-01-10 00:03:00,,,,,
EVT4167,SES1896,Restaurant Viewed,2,2024-01-10 00:02:00,Paradise Biryani,South Indian,,,
EVT4168,SES1896,Order Placed,5,2024-01-10 00:09:00,Paradise Biryani,Biryani,221.17,,
EVT4169,SES1896,Order Delivered,7,2024-01-10 00:13:00,Haldirams,North Indian,165.29,Cash on Delivery,23
EVT4170,SES1897,App Opened,1,2024-02-22 00:03:00,,,,,
EVT4171,SES1897,Restaurant Viewed,2,2024-02-22 00:03:00,Chai Point,Chinese,,,
EVT4172,SES1897,Menu Opened,3,2024-02-22 00:07:00,Burger King,North Indian,,,
EVT4173,SES1897,Item Added to Cart,4,2024-02-22 00:06:00,Haldirams,South Indian,,,
EVT4174,SES1898,App Opened,1,2024-01-05 00:00:00,,,,,
EVT4175,SES1898,Restaurant Viewed,2,2024-01-05 00:04:00,Burger King,North Indian,,,
EVT4176,SES1898,Menu Opened,3,2024-01-05 00:07:00,Dominos,Pizza,,,
EVT4177,SES1898,Item Added to Cart,4,2024-01-05 00:09:00,Dominos,Beverages,,,
EVT4178,SES1898,Order Delivered,7,2024-01-05 00:12:00,Wow Momo,Chinese,627.6,Debit Card,59
EVT4179,SES1899,App Opened,1,2024-04-21 00:00:00,,,,,
EVT4180,SES1899,Menu Opened,3,2024-04-21 00:06:00,Chai Point,Fast Food,,,
EVT4181,SES1899,Order Delivered,7,2024-04-21 00:15:00,Paradise Biryani,Pizza,323.14,Credit Card,27
EVT4182,SES1900,App Opened,1,2024-08-25 00:01:00,,,,,
EVT4183,SES1900,Restaurant Viewed,2,2024-08-25 00:05:00,Faasos,North Indian,,,
EVT4184,SES1900,Menu Opened,3,2024-08-25 00:07:00,Box8,North Indian,,,
EVT4185,SES1900,Order Delivered,7,2024-08-25 00:12:00,Faasos,South Indian,641.02,Cash on Delivery,29
EVT4186,SES1901,App Opened,1,2024-05-16 00:01:00,,,,,
EVT4187,SES1901,Restaurant Viewed,2,2024-05-16 00:05:00,Barbeque Nation,Beverages,,,
EVT4188,SES1901,Menu Opened,3,2024-05-16 00:04:00,Faasos,Pizza,,,
EVT4189,SES1901,Payment Completed,6,2024-05-16 00:13:00,Faasos,South Indian,727.76,UPI,
EVT4190,SES1901,Order Delivered,7,2024-05-16 00:14:00,Faasos,North Indian,565.09,Wallet,43
EVT4191,SES1902,App Opened,1,2024-04-08 00:03:00,,,,,
EVT4192,SES1902,Menu Opened,3,2024-04-08 00:04:00,McDonalds,Biryani,,,
EVT4193,SES1902,Order Placed,5,2024-04-08 00:09:00,Haldirams,Desserts,774.09,,
EVT4194,SES1902,Payment Completed,6,2024-04-08 00:10:00,Wow Momo,North Indian,648.33,Cash on Delivery,
EVT4195,SES1903,App Opened,1,2024-05-07 00:02:00,,,,,
EVT4196,SES1903,Menu Opened,3,2024-05-07 00:07:00,Burger King,Desserts,,,
EVT4197,SES1904,App Opened,1,2024-08-23 00:01:00,,,,,
EVT4198,SES1904,Restaurant Viewed,2,2024-08-23 00:04:00,McDonalds,South Indian,,,
EVT4199,SES1904,Menu Opened,3,2024-08-23 00:04:00,Wow Momo,Biryani,,,
EVT4200,SES1904,Payment Completed,6,2024-08-23 00:10:00,Haldirams,Pizza,342.06,Wallet,
EVT4201,SES1905,App Opened,1,2024-07-18 00:01:00,,,,,
EVT4202,SES1905,Restaurant Viewed,2,2024-07-18 00:03:00,Dominos,Pizza,,,
EVT4203,SES1905,Menu Opened,3,2024-07-18 00:06:00,Faasos,Biryani,,,
EVT4204,SES1905,Order Placed,5,2024-07-18 00:08:00,Barbeque Nation,South Indian,611.78,,
EVT4205,SES1906,App Opened,1,2024-10-08 00:02:00,,,,,
EVT4206,SES1906,Menu Opened,3,2024-10-08 00:04:00,Paradise Biryani,South Indian,,,
EVT4207,SES1906,Item Added to Cart,4,2024-10-08 00:08:00,Faasos,Desserts,,,
EVT4208,SES1907,App Opened,1,2024-07-03 00:02:00,,,,,
EVT4209,SES1907,Restaurant Viewed,2,2024-07-03 00:02:00,Dominos,North Indian,,,
EVT4210,SES1907,Menu Opened,3,2024-07-03 00:04:00,Barbeque Nation,Beverages,,,
EVT4211,SES1907,Item Added to Cart,4,2024-07-03 00:07:00,Chai Point,Desserts,,,
EVT4212,SES1907,Payment Completed,6,2024-07-03 00:13:00,Haldirams,Fast Food,311.09,UPI,
EVT4213,SES1907,Order Delivered,7,2024-07-03 00:12:00,Chai Point,Beverages,317.25,UPI,28
EVT4214,SES1908,App Opened,1,2024-08-10 00:02:00,,,,,
EVT4215,SES1908,Menu Opened,3,2024-08-10 00:04:00,Paradise Biryani,Fast Food,,,
EVT4216,SES1908,Item Added to Cart,4,2024-08-10 00:09:00,Burger King,Beverages,,,
EVT4217,SES1908,Order Placed,5,2024-08-10 00:11:00,Burger King,Chinese,292.86,,
EVT4218,SES1909,App Opened,1,2024-03-02 00:02:00,,,,,
EVT4219,SES1909,Menu Opened,3,2024-03-02 00:07:00,Chai Point,Chinese,,,
EVT4220,SES1909,Item Added to Cart,4,2024-03-02 00:06:00,Chai Point,South Indian,,,
EVT4221,SES1909,Order Placed,5,2024-03-02 00:09:00,Burger King,Beverages,168.2,,
EVT4222,SES1910,App Opened,1,2024-12-19 00:01:00,,,,,
EVT4223,SES1910,Restaurant Viewed,2,2024-12-19 00:02:00,Haldirams,South Indian,,,
EVT4224,SES1910,Menu Opened,3,2024-12-19 00:06:00,Haldirams,North Indian,,,
EVT4225,SES1910,Order Delivered,7,2024-12-19 00:14:00,Faasos,Fast Food,588.09,Credit Card,44
EVT4226,SES1911,App Opened,1,2024-05-07 00:01:00,,,,,
EVT4227,SES1911,Restaurant Viewed,2,2024-05-07 00:05:00,Faasos,Desserts,,,
EVT4228,SES1911,Order Placed,5,2024-05-07 00:10:00,Burger King,Beverages,379.97,,
EVT4229,SES1911,Payment Completed,6,2024-05-07 00:10:00,Chai Point,Desserts,571.9,Credit Card,
EVT4230,SES1912,App Opened,1,2024-01-31 00:01:00,,,,,
EVT4231,SES1912,Menu Opened,3,2024-01-31 00:07:00,Chai Point,Desserts,,,
EVT4232,SES1912,Payment Completed,6,2024-01-31 00:13:00,Faasos,Beverages,517.31,Cash on Delivery,
EVT4233,SES1913,App Opened,1,2024-10-01 00:02:00,,,,,
EVT4234,SES1913,Restaurant Viewed,2,2024-10-01 00:05:00,Box8,Pizza,,,
EVT4235,SES1913,Menu Opened,3,2024-10-01 00:06:00,Paradise Biryani,Pizza,,,
EVT4236,SES1913,Item Added to Cart,4,2024-10-01 00:08:00,Burger King,Chinese,,,
EVT4237,SES1914,App Opened,1,2024-10-12 00:02:00,,,,,
EVT4238,SES1914,Restaurant Viewed,2,2024-10-12 00:05:00,Wow Momo,Biryani,,,
EVT4239,SES1914,Item Added to Cart,4,2024-10-12 00:08:00,Wow Momo,Beverages,,,
